item_name,kind_name,rank,unit,day1,dpr1,item_code,rank_code,day2,dpr2,day3,dpr3,day4,dpr4,day5,dpr5,day6,dpr6,day7,dpr7
상추,적(1kg),상품,100g,당일 (03/19),"8,790",214,04,1일전 (03/18),"9,296",1주일전 (03/12),"12,475",2주일전 (03/05),"11,558",1개월전,"1,157",1년전,"1,142",일평년,815
적상추,적(1kg),상품,100g,당일 (03/19),"8,790",214,04,1일전 (03/18),"9,296",1주일전 (03/12),"12,475",2주일전 (03/05),"11,558",1개월전,"1,157",1년전,"1,142",일평년,815
청상추,청(1kg),상품,100g,당일 (03/19),"11,028",214,04,1일전 (03/18),"11,153",1주일전 (03/12),"12,700",2주일전 (03/05),"12,245",1개월전,"1,270",1년전,"1,127",일평년,863
얼갈이배추,얼갈이배추(1kg),상품,1kg,당일 (03/19),"3,854",215,04,1일전 (03/18),"3,876",1주일전 (03/12),"3,656",2주일전 (03/05),"3,763",1개월전,"4,088",1년전,"3,849",일평년,"2,625"
수박,수박(1개),상품,1개,당일 (03/19),"27,945",221,04,1일전 (03/18),"27,945",1주일전 (03/12),"33,445",2주일전 (03/05),"32,533",1개월전,"32,398",1년전,-,일평년,"24,313"
오이,가시계통(10개),상품,10개,당일 (03/19),"26,615",223,04,1일전 (03/18),"26,615",1주일전 (03/12),"29,945",2주일전 (03/05),"24,960",1개월전,"23,223",1년전,"16,599",일평년,"12,402"
가시오이,가시계통(10개),상품,10개,당일 (03/19),"26,615",223,04,1일전 (03/18),"26,615",1주일전 (03/12),"29,945",2주일전 (03/05),"24,960",1개월전,"23,223",1년전,"16,599",일평년,"12,402"
다다기오이,다다기계통(10개),상품,10개,당일 (03/19),"9,848",223,04,1일전 (03/18),"9,897",1주일전 (03/12),"14,227",2주일전 (03/05),"15,822",1개월전,"16,220",1년전,"12,206",일평년,"9,861"
취청오이,취청(10개),상품,10개,당일 (03/19),"16,297",223,04,1일전 (03/18),"15,633",1주일전 (03/12),"21,511",2주일전 (03/05),"24,726",1개월전,"20,321",1년전,"16,599",일평년,"12,309"
애호박,애호박(1개),상품,1개,당일 (03/19),"2,312",224,04,1일전 (03/18),"2,334",1주일전 (03/12),"2,913",2주일전 (03/05),"2,616",1개월전,"2,953",1년전,"2,226",일평년,"2,021"
쥬키니,쥬키니(1개),상품,1개,당일 (03/19),"4,257",224,04,1일전 (03/18),"4,257",1주일전 (03/12),"4,987",2주일전 (03/05),"4,987",1개월전,"2,363",1년전,"2,702",일평년,"1,967"
토마토,토마토(1kg),상품,1kg,당일 (03/19),"7,623",225,04,1일전 (03/18),"7,698",1주일전 (03/12),"8,456",2주일전 (03/05),"8,858",1개월전,"8,496",1년전,"6,779",일평년,"5,980"
무,월동(1개),상품,1개,당일 (03/19),"1,741",231,04,1일전 (03/18),"1,741",1주일전 (03/12),"1,839",2주일전 (03/05),"1,824",1개월전,"1,720",1년전,"1,915",일평년,"1,645"
당근,무세척(1kg),상품,1kg,당일 (03/19),"4,444",232,04,1일전 (03/18),"4,444",1주일전 (03/12),"4,437",2주일전 (03/05),"4,042",1개월전,"3,920",1년전,"4,862",일평년,"3,428"
열무,열무(1kg),상품,1kg,당일 (03/19),"3,600",233,04,1일전 (03/18),"3,627",1주일전 (03/12),"3,538",2주일전 (03/05),"3,170",1개월전,"5,013",1년전,"3,866",일평년,"3,049"
건고추,화건(1kg),상품,600g,당일 (03/19),"34,917",241,04,1일전 (03/18),"34,917",1주일전 (03/12),"34,917",2주일전 (03/05),"34,917",1개월전,"18,511",1년전,"16,341",일평년,"15,678"
고추,풋고추(녹광 등)(1kg),상품,100g,당일 (03/19),"23,489",242,04,1일전 (03/18),"23,400",1주일전 (03/12),"24,244",2주일전 (03/05),"23,278",1개월전,"2,191",1년전,"2,149",일평년,"1,694"
풋고추,풋고추(녹광 등)(1kg),상품,100g,당일 (03/19),"23,489",242,04,1일전 (03/18),"23,400",1주일전 (03/12),"24,244",2주일전 (03/05),"23,278",1개월전,"2,191",1년전,"2,149",일평년,"1,694"
꽈리고추,꽈리고추(1kg),상품,100g,당일 (03/19),"22,111",242,04,1일전 (03/18),"21,933",1주일전 (03/12),"23,900",2주일전 (03/05),"21,511",1개월전,"2,231",1년전,"1,841",일평년,"1,409"
청양고추,청양고추(1kg),상품,100g,당일 (03/19),"19,811",242,04,1일전 (03/18),"20,011",1주일전 (03/12),"25,322",2주일전 (03/05),"23,078",1개월전,"2,513",1년전,"2,079",일평년,"1,412"
오이고추,오이맛고추(1kg),상품,100g,당일 (03/19),"16,989",242,04,1일전 (03/18),"17,233",1주일전 (03/12),"20,478",2주일전 (03/05),"20,778",1개월전,"1,930",1년전,"1,444",일평년,"1,444"
붉은고추,붉은고추(1kg),상품,100g,당일 (03/19),"28,563",243,04,1일전 (03/18),"28,563",1주일전 (03/12),"30,713",2주일전 (03/05),"29,938",1개월전,"1,827",1년전,"2,824",일평년,"2,139"
양파,양파(1kg),상품,1kg,당일 (03/19),"2,644",245,04,1일전 (03/18),"2,483",1주일전 (03/12),"2,361",2주일전 (03/05),"2,332",1개월전,"2,159",1년전,"2,907",일평년,"2,409"
대파,대파(1kg),상품,1kg,당일 (03/19),"3,029",246,04,1일전 (03/18),"3,136",1주일전 (03/12),"3,902",2주일전 (03/05),"3,792",1개월전,"4,762",1년전,"3,781",일평년,"3,000"
쪽파,쪽파(1kg),상품,1kg,당일 (03/19),"9,123",246,04,1일전 (03/18),"8,848",1주일전 (03/12),"8,513",2주일전 (03/05),"8,882",1개월전,"11,703",1년전,"5,732",일평년,"5,369"
생강,국산(1kg),상품,1kg,당일 (03/19),"16,643",247,04,1일전 (03/18),"16,643",1주일전 (03/12),"16,476",2주일전 (03/05),"16,476",1개월전,"15,682",1년전,"13,668",일평년,"12,657"
고춧가루,국산(1kg),상품,1kg,당일 (03/19),"35,240",248,04,1일전 (03/18),"35,740",1주일전 (03/12),"37,397",2주일전 (03/05),"36,398",1개월전,"36,432",1년전,"33,273",일평년,"31,921"
미나리,미나리(1kg),상품,100g,당일 (03/19),"18,444",252,04,1일전 (03/18),"18,467",1주일전 (03/12),"17,356",2주일전 (03/05),"17,100",1개월전,"2,020",1년전,"1,591",일평년,776
깻잎,깻잎(1kg),상품,100g,당일 (03/19),"23,056",253,04,1일전 (03/18),"24,189",1주일전 (03/12),"33,467",2주일전 (03/05),"31,711",1개월전,"3,133",1년전,"2,602",일평년,"2,120"
피망,청(1kg),상품,100g,당일 (03/19),"18,017",255,04,1일전 (03/18),"18,850",1주일전 (03/12),"20,017",2주일전 (03/05),"22,017",1개월전,"2,128",1년전,"1,738",일평년,"1,499"
파프리카,파프리카(1kg),상품,200g,당일 (03/19),"10,083",256,04,1일전 (03/18),"10,211",1주일전 (03/12),"11,994",2주일전 (03/05),"13,433",1개월전,"2,602",1년전,"2,117",일평년,"1,956"
멜론,멜론(1개),상품,1개,당일 (03/19),"22,927",257,04,1일전 (03/18),"22,927",1주일전 (03/12),"21,895",2주일전 (03/05),"23,748",1개월전,"18,600",1년전,"16,015",일평년,"13,352"
알배기배추,알배기배추(1포기),상품,1포기,당일 (03/19),"3,900",279,04,1일전 (03/18),"3,844",1주일전 (03/12),"3,363",2주일전 (03/05),"3,231",1개월전,"3,052",1년전,-,일평년,-
브로콜리,브로콜리(국산)(1개),상품,1개,당일 (03/19),"2,866",280,04,1일전 (03/18),"2,910",1주일전 (03/12),"2,816",2주일전 (03/05),"2,607",1개월전,"2,150",1년전,-,일평년,-
방울토마토,방울토마토(1kg),상품,1kg,당일 (03/19),"16,125",422,04,1일전 (03/18),"16,625",1주일전 (03/12),"16,080",2주일전 (03/05),"13,920",1개월전,"14,324",1년전,"11,638",일평년,"9,291"
대추방울토마토,대추방울토마토(1kg),상품,1kg,당일 (03/19),"13,644",422,04,1일전 (03/18),"14,800",1주일전 (03/12),"13,157",2주일전 (03/05),"12,478",1개월전,"11,935",1년전,"9,989",일평년,"8,956"
참외,참외(1kg),상품,10kg,당일 (03/19),"8,900",222,04,1일전 (03/18),"8,900",1주일전 (03/12),-,2주일전 (03/05),-,1개월전,-,1년전,"88,140",일평년,"70,638"
마늘,난지(대서)(1kg),상품,10kg,당일 (03/19),"4,400",244,04,1일전 (03/18),"4,400",1주일전 (03/12),"4,400",2주일전 (03/05),"4,400",1개월전,"44,180",1년전,"65,220",일평년,"60,912"
참깨,백색(국산)(1kg),상품,500g,당일 (03/19),"37,093",312,04,1일전 (03/18),"37,093",1주일전 (03/12),"37,247",2주일전 (03/05),"36,980",1개월전,"16,749",1년전,"15,975",일평년,"15,894"
땅콩,국산(1kg),상품,100g,당일 (03/19),"35,671",314,04,1일전 (03/18),"35,671",1주일전 (03/12),"34,886",2주일전 (03/05),"34,886",1개월전,"3,255",1년전,"2,895",일평년,"2,671"
느타리버섯,느타리버섯(1kg),상품,100g,당일 (03/19),"13,550",315,04,1일전 (03/18),"14,050",1주일전 (03/12),"15,540",2주일전 (03/05),"15,140",1개월전,"1,118",1년전,"1,086",일평년,"1,045"
애느타리버섯,애느타리버섯(1kg),상품,100g,당일 (03/19),"6,042",315,04,1일전 (03/18),"5,931",1주일전 (03/12),"6,070",2주일전 (03/05),"6,919",1개월전,688,1년전,584,일평년,524
팽이버섯,팽이버섯(1kg),상품,150g,당일 (03/19),"3,810",316,04,1일전 (03/18),"3,759",1주일전 (03/12),"4,106",2주일전 (03/05),"3,876",1개월전,587,1년전,603,일평년,556
새송이버섯,새송이버섯(1kg),상품,100g,당일 (03/19),"6,933",317,04,1일전 (03/18),"6,870",1주일전 (03/12),"6,849",2주일전 (03/05),"6,470",1개월전,652,1년전,624,일평년,543
호두,수입(1kg),중품,100g,당일 (03/19),"15,766",318,05,1일전 (03/18),"15,766",1주일전 (03/12),"16,080",2주일전 (03/05),"16,080",1개월전,"1,601",1년전,"1,340",일평년,"1,519"
아몬드,수입(1kg),중품,100g,당일 (03/19),"14,932",319,05,1일전 (03/18),"14,932",1주일전 (03/12),"15,632",2주일전 (03/05),"15,632",1개월전,"1,599",1년전,"1,508",일평년,"1,485"
들깨,국산(1kg),상품,22.5kg,당일 (03/19),"10,889",313,04,1일전 (03/18),"10,889",1주일전 (03/12),"10,889",2주일전 (03/05),"10,889",1개월전,"275,433",1년전,"297,000",일평년,"289,408"
사과,후지(10개),상품,10개,당일 (03/19),"21,854",411,04,1일전 (03/18),"23,816",1주일전 (03/12),"28,634",2주일전 (03/05),"28,579",1개월전,"29,432",1년전,"22,749",일평년,"24,809"
배,신고(10개),상품,10개,당일 (03/19),"38,231",412,04,1일전 (03/18),"38,351",1주일전 (03/12),"42,090",2주일전 (03/05),"42,017",1개월전,"38,310",1년전,"28,079",일평년,"37,225"
샤인머스켓,샤인머스켓(1kg),L과,2kg,당일 (03/19),"14,604",414,24,1일전 (03/18),"14,604",1주일전 (03/12),"16,343",2주일전 (03/05),"16,109",1개월전,"27,834",1년전,-,일평년,-
바나나,수입(1kg),상품,100g,당일 (03/19),"3,296",418,04,1일전 (03/18),"3,296",1주일전 (03/12),"3,691",2주일전 (03/05),"3,444",1개월전,333,1년전,325,일평년,299
파인애플,수입(1개),상품,1개,당일 (03/19),"7,316",420,04,1일전 (03/18),"7,316",1주일전 (03/12),"7,228",2주일전 (03/05),"7,580",1개월전,"8,096",1년전,"7,003",일평년,"5,887"
오렌지,네이블 미국(10개),상품,10개,당일 (03/19),"15,330",421,04,1일전 (03/18),"15,330",1주일전 (03/12),"15,678",2주일전 (03/05),"16,795",1개월전,"17,532",1년전,"16,276",일평년,"11,534"
레몬,수입(10개),상품,10개,당일 (03/19),"10,222",424,04,1일전 (03/18),"10,035",1주일전 (03/12),"9,845",2주일전 (03/05),"10,030",1개월전,"11,047",1년전,"9,812",일평년,"10,235"
체리,수입(1kg),상품,100g,당일 (03/19),"26,633",425,04,1일전 (03/18),"26,633",1주일전 (03/12),"27,700",2주일전 (03/05),"26,814",1개월전,"2,750",1년전,"1,703",일평년,"1,703"
망고,수입(1개),상품,1개,당일 (03/19),"3,586",428,04,1일전 (03/18),"3,586",1주일전 (03/12),"3,485",2주일전 (03/05),"3,318",1개월전,"4,559",1년전,"5,285",일평년,"4,435"
아보카도,수입(1개),상품,1개,당일 (03/19),"2,070",430,04,1일전 (03/18),"2,070",1주일전 (03/12),"2,046",2주일전 (03/05),"2,046",1개월전,"2,086",1년전,"2,274",일평년,"2,274"
소_안심,안심,1++등급,100g,당일 (03/19),"14,327",4301,01,1일전 (03/18),"14,221",1주일전 (03/12),"14,353",2주일전 (03/05),"14,199",1개월전,"14,164",1년전,"14,837",일평년,"14,833"
소_등심,등심,1++등급,100g,당일 (03/19),"12,824",4301,01,1일전 (03/18),"12,947",1주일전 (03/12),"13,120",2주일전 (03/05),"12,985",1개월전,"13,035",1년전,"13,189",일평년,"13,186"
설도,설도,1++등급,100g,당일 (03/19),"4,365",4301,01,1일전 (03/18),"4,445",1주일전 (03/12),"4,378",2주일전 (03/05),"4,418",1개월전,"4,437",1년전,"4,763",일평년,"4,763"
소_양지,양지,1++등급,100g,당일 (03/19),"5,660",4301,01,1일전 (03/18),"5,701",1주일전 (03/12),"5,620",2주일전 (03/05),"5,776",1개월전,"5,719",1년전,"6,358",일평년,"6,360"
소_갈비,갈비,1++등급,100g,당일 (03/19),"9,639",4301,01,1일전 (03/18),"9,761",1주일전 (03/12),"9,528",2주일전 (03/05),"8,953",1개월전,"8,953",1년전,"8,560",일평년,"8,625"
돼지_앞다리살,앞다리,앞다리,100g,당일 (03/19),"1,337",4304,00,1일전 (03/18),"1,342",1주일전 (03/12),"1,313",2주일전 (03/05),"1,360",1개월전,"1,377",1년전,"1,261",일평년,"1,261"
돼지_삼겹살,삼겹살,삼겹살,100g,당일 (03/19),"2,218",4304,00,1일전 (03/18),"2,216",1주일전 (03/12),"2,301",2주일전 (03/05),"2,196",1개월전,"2,277",1년전,"2,249",일평년,"1,999"
돼지_갈비,갈비,갈비,100g,당일 (03/19),"1,387",4304,00,1일전 (03/18),"1,378",1주일전 (03/12),"1,372",2주일전 (03/05),"1,384",1개월전,"1,380",1년전,"1,306",일평년,"1,305"
돼지_목심,목심,목심,100g,당일 (03/19),"2,109",4304,00,1일전 (03/18),"2,095",1주일전 (03/12),"2,106",2주일전 (03/05),"2,008",1개월전,"2,091",1년전,"2,052",일평년,"2,051"
닭,육계(kg),육계(kg),1kg,당일 (03/19),"5,900",9901,00,1일전 (03/18),"6,065",1주일전 (03/12),"6,048",2주일전 (03/05),"5,769",1개월전,"5,813",1년전,"6,030",일평년,"5,558"
계란,특란10구,일반란,10구,당일 (03/19),"3,252",9903,71,1일전 (03/18),"3,247",1주일전 (03/12),"3,204",2주일전 (03/05),"3,422",1개월전,"3,481",1년전,"3,720",일평년,"3,720"
우유,흰우유,흰우유,1L,당일 (03/19),"3,090",9908,00,1일전 (03/18),"3,088",1주일전 (03/12),"3,087",2주일전 (03/05),"3,079",1개월전,"3,080",1년전,"2,883",일평년,"2,883"
고등어,국산(염장)(1손),중품,1손,당일 (03/19),"5,200",611,05,1일전 (03/18),"5,200",1주일전 (03/12),"6,000",2주일전 (03/05),"6,000",1개월전,"4,523",1년전,"4,021",일평년,"3,521"
꽁치,냉동(수입)(5마리),중품,5마리,당일 (03/19),"7,336",612,05,1일전 (03/18),"7,545",1주일전 (03/12),"7,545",2주일전 (03/05),"7,236",1개월전,"6,578",1년전,"6,790",일평년,"4,945"
갈치,국산(냉장)(1마리),大,1마리,당일 (03/19),"19,100",613,20,1일전 (03/18),"19,100",1주일전 (03/12),"19,433",2주일전 (03/05),"18,125",1개월전,"15,656",1년전,-,일평년,-
조기,참조기(냉동)(1마리),中,1마리,당일 (03/19),"1,335",614,21,1일전 (03/18),"1,335",1주일전 (03/12),"1,338",2주일전 (03/05),"1,530",1개월전,"1,790",1년전,"1,422",일평년,"1,422"
참조기,참조기(냉동)(1마리),中,1마리,당일 (03/19),"1,335",614,21,1일전 (03/18),"1,335",1주일전 (03/12),"1,338",2주일전 (03/05),"1,530",1개월전,"1,790",1년전,"1,422",일평년,"1,422"
명태,냉동(원양수입통합)(1마리),大,1마리,당일 (03/19),"2,892",615,20,1일전 (03/18),"3,210",1주일전 (03/12),"3,263",2주일전 (03/05),"3,513",1개월전,"3,561",1년전,"3,474",일평년,"3,474"
김,마른김(10장),중품,10장,당일 (03/19),"1,212",641,05,1일전 (03/18),"1,212",1주일전 (03/12),"1,202",2주일전 (03/05),"1,192",1개월전,"1,103",1년전,997,일평년,919
마른김,마른김(10장),중품,10장,당일 (03/19),"1,212",641,05,1일전 (03/18),"1,212",1주일전 (03/12),"1,202",2주일전 (03/05),"1,192",1개월전,"1,103",1년전,997,일평년,919
구운김,얼구운김(10장),중품,10장,당일 (03/19),"1,780",641,05,1일전 (03/18),"1,777",1주일전 (03/12),"1,759",2주일전 (03/05),"1,749",1개월전,"1,717",1년전,"1,628",일평년,"1,603"
새우젓,새우젓(1kg),상품,1kg,당일 (03/19),"15,070",650,04,1일전 (03/18),"15,070",1주일전 (03/12),"14,926",2주일전 (03/05),"15,213",1개월전,"15,257",1년전,"17,202",일평년,"20,919"
멸치액젓,멸치액젓(1kg),상품,1kg,당일 (03/19),"5,340",651,04,1일전 (03/18),"5,340",1주일전 (03/12),"5,515",2주일전 (03/05),"5,338",1개월전,"5,287",1년전,"5,719",일평년,"5,132"
굵은소금,굵은소금(1kg),상품,5kg,당일 (03/19),"2,201",652,04,1일전 (03/18),"2,201",1주일전 (03/12),"2,406",2주일전 (03/05),"2,406",1개월전,"10,809",1년전,"11,674",일평년,"8,685"
전복,전복(5마리),중품,5마리,당일 (03/19),"10,638",653,05,1일전 (03/18),"11,430",1주일전 (03/12),"10,838",2주일전 (03/05),"13,296",1개월전,"13,991",1년전,"15,192",일평년,"15,602"
새우,흰다리(수입)(10마리),중품,10마리,당일 (03/19),"5,088",654,05,1일전 (03/18),"5,063",1주일전 (03/12),"4,914",2주일전 (03/05),"4,947",1개월전,"4,879",1년전,"4,632",일평년,"4,512"
